city,week,rank,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
delhi,30-03-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
delhi,30-03-2023,2,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
delhi,30-03-2023,3,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
delhi,30-03-2023,4,0.73,0.673,-6.625,0.0685,0.324,0.0201,0.563,90.058
delhi,30-03-2023,5,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
delhi,30-03-2023,6,0.868,0.745,-5.82,0.268,0.187,0.000342,0.762,139.9
delhi,30-03-2023,7,0.833,0.678,-3.711,0.141,0.464,0,0.576,109.969
delhi,30-03-2023,8,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
delhi,30-03-2023,9,0.637,0.703,-5.297,0.0789,0.53,0.00000423,0.553,81.99
delhi,30-03-2023,10,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
delhi,23-03-2023,1,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
delhi,23-03-2023,2,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
delhi,23-03-2023,3,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
delhi,23-03-2023,4,0.833,0.678,-3.711,0.141,0.464,0,0.576,109.969
delhi,23-03-2023,5,0.73,0.673,-6.625,0.0685,0.324,0.0201,0.563,90.058
delhi,23-03-2023,6,0.868,0.745,-5.82,0.268,0.187,0.000342,0.762,139.9
delhi,23-03-2023,7,0.637,0.703,-5.297,0.0789,0.53,0.00000423,0.553,81.99
delhi,23-03-2023,8,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
delhi,23-03-2023,9,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
delhi,23-03-2023,10,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
delhi,16-03-2023,1,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
delhi,16-03-2023,2,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
delhi,16-03-2023,3,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
delhi,16-03-2023,4,0.73,0.673,-6.625,0.0685,0.324,0.0201,0.563,90.058
delhi,16-03-2023,5,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
delhi,16-03-2023,6,0.833,0.678,-3.711,0.141,0.464,0,0.576,109.969
delhi,16-03-2023,7,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
delhi,16-03-2023,8,0.868,0.745,-5.82,0.268,0.187,0.000342,0.762,139.9
delhi,16-03-2023,9,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
delhi,16-03-2023,10,0.756,0.713,-6.91,0.122,0.365,0.000153,0.597,92.039
delhi,09-03-2023,1,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
delhi,09-03-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
delhi,09-03-2023,3,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
delhi,09-03-2023,4,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
delhi,09-03-2023,5,0.73,0.673,-6.625,0.0685,0.324,0.0201,0.563,90.058
delhi,09-03-2023,6,0.833,0.678,-3.711,0.141,0.464,0,0.576,109.969
delhi,09-03-2023,7,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
delhi,09-03-2023,8,0.868,0.745,-5.82,0.268,0.187,0.000342,0.762,139.9
delhi,09-03-2023,9,0.756,0.713,-6.91,0.122,0.365,0.000153,0.597,92.039
delhi,09-03-2023,10,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
delhi,02-03-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
delhi,02-03-2023,2,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
delhi,02-03-2023,3,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
delhi,02-03-2023,4,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
delhi,02-03-2023,5,0.833,0.678,-3.711,0.141,0.464,0,0.576,109.969
delhi,02-03-2023,6,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
delhi,02-03-2023,7,0.73,0.673,-6.625,0.0685,0.324,0.0201,0.563,90.058
delhi,02-03-2023,8,0.637,0.703,-5.297,0.0789,0.53,0.00000423,0.553,81.99
delhi,02-03-2023,9,0.756,0.713,-6.91,0.122,0.365,0.000153,0.597,92.039
delhi,02-03-2023,10,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
delhi,23-02-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
delhi,23-02-2023,2,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
delhi,23-02-2023,3,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
delhi,23-02-2023,4,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
delhi,23-02-2023,5,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
delhi,23-02-2023,6,0.833,0.678,-3.711,0.141,0.464,0,0.576,109.969
delhi,23-02-2023,7,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
delhi,23-02-2023,8,0.756,0.713,-6.91,0.122,0.365,0.000153,0.597,92.039
delhi,23-02-2023,9,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
delhi,23-02-2023,10,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
delhi,16-02-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
delhi,16-02-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
delhi,16-02-2023,3,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
delhi,16-02-2023,4,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
delhi,16-02-2023,5,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
delhi,16-02-2023,6,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
delhi,16-02-2023,7,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
delhi,16-02-2023,8,0.833,0.678,-3.711,0.141,0.464,0,0.576,109.969
delhi,16-02-2023,9,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
