city,week,rank,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
chennai,09-02-2023,1,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
chennai,09-02-2023,2,0.674,0.907,-5.078,0.122,0.567,0,0.828,130.011
chennai,09-02-2023,3,0.582,0.504,-8.423,0.05,0.355,0,0.428,90.899
chennai,09-02-2023,4,0.609,0.865,-6.335,0.277,0.00538,0,0.514,161.848
chennai,09-02-2023,5,0.751,0.826,-7.805,0.205,0.588,0.0125,0.848,176.063
chennai,09-02-2023,6,0.709,0.454,-7.843,0.167,0.445,0,0.548,90.038
chennai,09-02-2023,7,0.664,0.716,-10.904,0.33,0.469,0.000228,0.413,139.632
chennai,09-02-2023,8,0.602,0.388,-12.098,0.0536,0.334,0.000037,0.3,140.006
chennai,09-02-2023,9,0.747,0.841,-5.981,0.107,0.0377,0.00000316,0.332,95.033
chennai,09-02-2023,10,0.715,0.654,-7.266,0.336,0.196,0.000117,0.762,175.589
chennai,02-02-2023,1,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
chennai,02-02-2023,2,0.674,0.907,-5.078,0.122,0.567,0,0.828,130.011
chennai,02-02-2023,3,0.609,0.865,-6.335,0.277,0.00538,0,0.514,161.848
chennai,02-02-2023,4,0.582,0.504,-8.423,0.05,0.355,0,0.428,90.899
chennai,02-02-2023,5,0.751,0.826,-7.805,0.205,0.588,0.0125,0.848,176.063
chennai,02-02-2023,6,0.664,0.716,-10.904,0.33,0.469,0.000228,0.413,139.632
chennai,02-02-2023,7,0.709,0.454,-7.843,0.167,0.445,0,0.548,90.038
chennai,02-02-2023,8,0.715,0.654,-7.266,0.336,0.196,0.000117,0.762,175.589
chennai,02-02-2023,9,0.602,0.388,-12.098,0.0536,0.334,0.000037,0.3,140.006
chennai,02-02-2023,10,0.747,0.841,-5.981,0.107,0.0377,0.00000316,0.332,95.033
chennai,26-01-2023,1,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
chennai,26-01-2023,2,0.674,0.907,-5.078,0.122,0.567,0,0.828,130.011
chennai,26-01-2023,3,0.609,0.865,-6.335,0.277,0.00538,0,0.514,161.848
chennai,26-01-2023,4,0.751,0.826,-7.805,0.205,0.588,0.0125,0.848,176.063
chennai,26-01-2023,5,0.582,0.504,-8.423,0.05,0.355,0,0.428,90.899
chennai,26-01-2023,6,0.664,0.716,-10.904,0.33,0.469,0.000228,0.413,139.632
chennai,26-01-2023,7,0.602,0.388,-12.098,0.0536,0.334,0.000037,0.3,140.006
chennai,26-01-2023,8,0.747,0.841,-5.981,0.107,0.0377,0.00000316,0.332,95.033
chennai,26-01-2023,9,0.715,0.654,-7.266,0.336,0.196,0.000117,0.762,175.589
chennai,26-01-2023,10,0.709,0.454,-7.843,0.167,0.445,0,0.548,90.038
chennai,19-01-2023,1,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
chennai,19-01-2023,2,0.674,0.907,-5.078,0.122,0.567,0,0.828,130.011
chennai,19-01-2023,3,0.609,0.865,-6.335,0.277,0.00538,0,0.514,161.848
chennai,19-01-2023,4,0.751,0.826,-7.805,0.205,0.588,0.0125,0.848,176.063
chennai,19-01-2023,5,0.664,0.716,-10.904,0.33,0.469,0.000228,0.413,139.632
chennai,19-01-2023,6,0.747,0.841,-5.981,0.107,0.0377,0.00000316,0.332,95.033
chennai,19-01-2023,7,0.582,0.504,-8.423,0.05,0.355,0,0.428,90.899
chennai,19-01-2023,8,0.602,0.388,-12.098,0.0536,0.334,0.000037,0.3,140.006
chennai,19-01-2023,9,0.715,0.654,-7.266,0.336,0.196,0.000117,0.762,175.589
chennai,19-01-2023,10,0.617,0.923,-7.568,0.11,0.731,0.0483,0.752,139.083
chennai,12-01-2023,1,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
chennai,12-01-2023,2,0.674,0.907,-5.078,0.122,0.567,0,0.828,130.011
chennai,12-01-2023,3,0.609,0.865,-6.335,0.277,0.00538,0,0.514,161.848
chennai,12-01-2023,4,0.664,0.716,-10.904,0.33,0.469,0.000228,0.413,139.632
chennai,12-01-2023,5,0.715,0.654,-7.266,0.336,0.196,0.000117,0.762,175.589
chennai,12-01-2023,6,0.602,0.388,-12.098,0.0536,0.334,0.000037,0.3,140.006
chennai,12-01-2023,7,0.747,0.841,-5.981,0.107,0.0377,0.00000316,0.332,95.033
chennai,12-01-2023,8,0.764,0.532,-5.979,0.0491,0.598,0,0.859,123.95
chennai,12-01-2023,9,0.582,0.504,-8.423,0.05,0.355,0,0.428,90.899
chennai,12-01-2023,10,0.709,0.454,-7.843,0.167,0.445,0,0.548,90.038
chennai,05-01-2023,1,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
chennai,05-01-2023,2,0.674,0.907,-5.078,0.122,0.567,0,0.828,130.011
chennai,05-01-2023,3,0.609,0.865,-6.335,0.277,0.00538,0,0.514,161.848
chennai,05-01-2023,4,0.715,0.654,-7.266,0.336,0.196,0.000117,0.762,175.589
chennai,05-01-2023,5,0.664,0.716,-10.904,0.33,0.469,0.000228,0.413,139.632
chennai,05-01-2023,6,0.602,0.388,-12.098,0.0536,0.334,0.000037,0.3,140.006
chennai,05-01-2023,7,0.764,0.532,-5.979,0.0491,0.598,0,0.859,123.95
chennai,05-01-2023,8,0.747,0.841,-5.981,0.107,0.0377,0.00000316,0.332,95.033
chennai,05-01-2023,9,0.709,0.454,-7.843,0.167,0.445,0,0.548,90.038
chennai,05-01-2023,10,0.789,0.536,-5.422,0.0424,0.604,0.00000209,0.877,124.029
chennai,29-12-2022,1,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
chennai,29-12-2022,2,0.674,0.907,-5.078,0.122,0.567,0,0.828,130.011
chennai,29-12-2022,3,0.609,0.865,-6.335,0.277,0.00538,0,0.514,161.848
chennai,29-12-2022,4,0.664,0.716,-10.904,0.33,0.469,0.000228,0.413,139.632
chennai,29-12-2022,5,0.715,0.654,-7.266,0.336,0.196,0.000117,0.762,175.589
chennai,29-12-2022,6,0.602,0.388,-12.098,0.0536,0.334,0.000037,0.3,140.006
chennai,29-12-2022,7,0.764,0.532,-5.979,0.0491,0.598,0,0.859,123.95
chennai,29-12-2022,8,0.747,0.841,-5.981,0.107,0.0377,0.00000316,0.332,95.033
chennai,29-12-2022,9,0.709,0.454,-7.843,0.167,0.445,0,0.548,90.038
chennai,29-12-2022,10,0.582,0.504,-8.423,0.05,0.355,0,0.428,90.899
chennai,22-12-2022,1,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
chennai,22-12-2022,2,0.609,0.865,-6.335,0.277,0.00538,0,0.514,161.848
chennai,22-12-2022,3,0.674,0.907,-5.078,0.122,0.567,0,0.828,130.011
chennai,22-12-2022,4,0.664,0.716,-10.904,0.33,0.469,0.000228,0.413,139.632
chennai,22-12-2022,5,0.715,0.654,-7.266,0.336,0.196,0.000117,0.762,175.589
chennai,22-12-2022,6,0.602,0.388,-12.098,0.0536,0.334,0.000037,0.3,140.006
chennai,22-12-2022,7,0.764,0.532,-5.979,0.0491,0.598,0,0.859,123.95
chennai,22-12-2022,8,0.582,0.504,-8.423,0.05,0.355,0,0.428,90.899
chennai,22-12-2022,9,0.709,0.454,-7.843,0.167,0.445,0,0.548,90.038
chennai,22-12-2022,10,0.789,0.536,-5.422,0.0424,0.604,0.00000209,0.877,124.029
chennai,15-12-2022,1,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
chennai,15-12-2022,2,0.674,0.907,-5.078,0.122,0.567,0,0.828,130.011
chennai,15-12-2022,3,0.609,0.865,-6.335,0.277,0.00538,0,0.514,161.848
chennai,15-12-2022,4,0.664,0.716,-10.904,0.33,0.469,0.000228,0.413,139.632
chennai,15-12-2022,5,0.602,0.388,-12.098,0.0536,0.334,0.000037,0.3,140.006
chennai,15-12-2022,6,0.715,0.654,-7.266,0.336,0.196,0.000117,0.762,175.589
chennai,15-12-2022,7,0.764,0.532,-5.979,0.0491,0.598,0,0.859,123.95
chennai,15-12-2022,8,0.582,0.504,-8.423,0.05,0.355,0,0.428,90.899
chennai,15-12-2022,9,0.789,0.536,-5.422,0.0424,0.604,0.00000209,0.877,124.029
chennai,15-12-2022,10,0.709,0.454,-7.843,0.167,0.445,0,0.548,90.038
chennai,08-12-2022,1,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
chennai,08-12-2022,2,0.715,0.654,-7.266,0.336,0.196,0.000117,0.762,175.589
chennai,08-12-2022,3,0.664,0.716,-10.904,0.33,0.469,0.000228,0.413,139.632
chennai,08-12-2022,4,0.602,0.388,-12.098,0.0536,0.334,0.000037,0.3,140.006
chennai,08-12-2022,5,0.764,0.532,-5.979,0.0491,0.598,0,0.859,123.95
chennai,08-12-2022,6,0.429,0.614,-6.573,0.0709,0.513,0.000316,0.743,149.966
chennai,08-12-2022,7,0.789,0.536,-5.422,0.0424,0.604,0.00000209,0.877,124.029
chennai,08-12-2022,8,0.709,0.454,-7.843,0.167,0.445,0,0.548,90.038
chennai,08-12-2022,9,0.582,0.504,-8.423,0.05,0.355,0,0.428,90.899
chennai,08-12-2022,10,0.625,0.34,-10.754,0.0371,0.655,0.00000128,0.396,139.982
chennai,01-12-2022,1,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
chennai,01-12-2022,2,0.602,0.388,-12.098,0.0536,0.334,0.000037,0.3,140.006
chennai,01-12-2022,3,0.715,0.654,-7.266,0.336,0.196,0.000117,0.762,175.589
chennai,01-12-2022,4,0.664,0.716,-10.904,0.33,0.469,0.000228,0.413,139.632
chennai,01-12-2022,5,0.764,0.532,-5.979,0.0491,0.598,0,0.859,123.95
chennai,01-12-2022,6,0.429,0.614,-6.573,0.0709,0.513,0.000316,0.743,149.966
chennai,01-12-2022,7,0.789,0.536,-5.422,0.0424,0.604,0.00000209,0.877,124.029
chennai,01-12-2022,8,0.625,0.34,-10.754,0.0371,0.655,0.00000128,0.396,139.982
chennai,01-12-2022,9,0.841,0.599,-6.278,0.0468,0.114,0.00806,0.668,105.006
chennai,01-12-2022,10,0.709,0.454,-7.843,0.167,0.445,0,0.548,90.038
chennai,24-11-2022,1,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
chennai,24-11-2022,2,0.715,0.654,-7.266,0.336,0.196,0.000117,0.762,175.589
chennai,24-11-2022,3,0.602,0.388,-12.098,0.0536,0.334,0.000037,0.3,140.006
chennai,24-11-2022,4,0.664,0.716,-10.904,0.33,0.469,0.000228,0.413,139.632
chennai,24-11-2022,5,0.764,0.532,-5.979,0.0491,0.598,0,0.859,123.95
chennai,24-11-2022,6,0.429,0.614,-6.573,0.0709,0.513,0.000316,0.743,149.966
chennai,24-11-2022,7,0.789,0.536,-5.422,0.0424,0.604,0.00000209,0.877,124.029
chennai,24-11-2022,8,0.687,0.637,-9.55,0.13,0.12,0,0.56,152
chennai,24-11-2022,9,0.841,0.599,-6.278,0.0468,0.114,0.00806,0.668,105.006
chennai,24-11-2022,10,0.623,0.655,-9.998,0.203,0.304,0,0.749,99.739
chennai,17-11-2022,1,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
chennai,17-11-2022,2,0.715,0.654,-7.266,0.336,0.196,0.000117,0.762,175.589
chennai,17-11-2022,3,0.602,0.388,-12.098,0.0536,0.334,0.000037,0.3,140.006
chennai,17-11-2022,4,0.664,0.716,-10.904,0.33,0.469,0.000228,0.413,139.632
chennai,17-11-2022,5,0.764,0.532,-5.979,0.0491,0.598,0,0.859,123.95
chennai,17-11-2022,6,0.429,0.614,-6.573,0.0709,0.513,0.000316,0.743,149.966
chennai,17-11-2022,7,0.687,0.637,-9.55,0.13,0.12,0,0.56,152
chennai,17-11-2022,8,0.789,0.536,-5.422,0.0424,0.604,0.00000209,0.877,124.029
chennai,17-11-2022,9,0.623,0.655,-9.998,0.203,0.304,0,0.749,99.739
chennai,17-11-2022,10,0.709,0.454,-7.843,0.167,0.445,0,0.548,90.038
chennai,10-11-2022,1,0.715,0.654,-7.266,0.336,0.196,0.000117,0.762,175.589
chennai,10-11-2022,2,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
chennai,10-11-2022,3,0.687,0.637,-9.55,0.13,0.12,0,0.56,152
chennai,10-11-2022,4,0.764,0.532,-5.979,0.0491,0.598,0,0.859,123.95
chennai,10-11-2022,5,0.789,0.536,-5.422,0.0424,0.604,0.00000209,0.877,124.029
chennai,10-11-2022,6,0.623,0.655,-9.998,0.203,0.304,0,0.749,99.739
chennai,10-11-2022,7,0.429,0.614,-6.573,0.0709,0.513,0.000316,0.743,149.966
chennai,10-11-2022,8,0.645,0.947,-7.239,0.238,0.426,0.00000226,0.823,156.828
chennai,10-11-2022,9,0.625,0.34,-10.754,0.0371,0.655,0.00000128,0.396,139.982
chennai,10-11-2022,10,0.709,0.454,-7.843,0.167,0.445,0,0.548,90.038
chennai,03-11-2022,1,0.715,0.654,-7.266,0.336,0.196,0.000117,0.762,175.589
chennai,03-11-2022,2,0.623,0.655,-9.998,0.203,0.304,0,0.749,99.739
chennai,03-11-2022,3,0.764,0.532,-5.979,0.0491,0.598,0,0.859,123.95
chennai,03-11-2022,4,0.687,0.637,-9.55,0.13,0.12,0,0.56,152
chennai,03-11-2022,5,0.429,0.614,-6.573,0.0709,0.513,0.000316,0.743,149.966
chennai,03-11-2022,6,0.789,0.536,-5.422,0.0424,0.604,0.00000209,0.877,124.029
chennai,03-11-2022,7,0.709,0.454,-7.843,0.167,0.445,0,0.548,90.038
chennai,03-11-2022,8,0.625,0.34,-10.754,0.0371,0.655,0.00000128,0.396,139.982
chennai,03-11-2022,9,0.72,0.692,-6.354,0.0894,0.291,0,0.52,110.011
chennai,03-11-2022,10,0.661,0.92,-3.469,0.188,0.0352,0.000014,0.494,82.508
chennai,27-10-2022,1,0.715,0.654,-7.266,0.336,0.196,0.000117,0.762,175.589
chennai,27-10-2022,2,0.687,0.637,-9.55,0.13,0.12,0,0.56,152
chennai,27-10-2022,3,0.623,0.655,-9.998,0.203,0.304,0,0.749,99.739
chennai,27-10-2022,4,0.764,0.532,-5.979,0.0491,0.598,0,0.859,123.95
chennai,27-10-2022,5,0.789,0.536,-5.422,0.0424,0.604,0.00000209,0.877,124.029
chennai,27-10-2022,6,0.429,0.614,-6.573,0.0709,0.513,0.000316,0.743,149.966
chennai,27-10-2022,7,0.709,0.454,-7.843,0.167,0.445,0,0.548,90.038
chennai,27-10-2022,8,0.625,0.34,-10.754,0.0371,0.655,0.00000128,0.396,139.982
chennai,27-10-2022,9,0.72,0.692,-6.354,0.0894,0.291,0,0.52,110.011
chennai,27-10-2022,10,0.661,0.92,-3.469,0.188,0.0352,0.000014,0.494,82.508
chennai,20-10-2022,1,0.715,0.654,-7.266,0.336,0.196,0.000117,0.762,175.589
chennai,20-10-2022,2,0.687,0.637,-9.55,0.13,0.12,0,0.56,152
chennai,20-10-2022,3,0.623,0.655,-9.998,0.203,0.304,0,0.749,99.739
chennai,20-10-2022,4,0.789,0.536,-5.422,0.0424,0.604,0.00000209,0.877,124.029
chennai,20-10-2022,5,0.764,0.532,-5.979,0.0491,0.598,0,0.859,123.95
chennai,20-10-2022,6,0.429,0.614,-6.573,0.0709,0.513,0.000316,0.743,149.966
chennai,20-10-2022,7,0.709,0.454,-7.843,0.167,0.445,0,0.548,90.038
chennai,20-10-2022,8,0.625,0.34,-10.754,0.0371,0.655,0.00000128,0.396,139.982
chennai,20-10-2022,9,0.72,0.692,-6.354,0.0894,0.291,0,0.52,110.011
chennai,20-10-2022,10,0.546,0.786,-9.486,0.212,0.349,0.00000135,0.434,99.798
chennai,13-10-2022,1,0.715,0.654,-7.266,0.336,0.196,0.000117,0.762,175.589
chennai,13-10-2022,2,0.687,0.637,-9.55,0.13,0.12,0,0.56,152
chennai,13-10-2022,3,0.623,0.655,-9.998,0.203,0.304,0,0.749,99.739
chennai,13-10-2022,4,0.764,0.532,-5.979,0.0491,0.598,0,0.859,123.95
chennai,13-10-2022,5,0.429,0.614,-6.573,0.0709,0.513,0.000316,0.743,149.966
chennai,13-10-2022,6,0.789,0.536,-5.422,0.0424,0.604,0.00000209,0.877,124.029
chennai,13-10-2022,7,0.625,0.34,-10.754,0.0371,0.655,0.00000128,0.396,139.982
chennai,13-10-2022,8,0.546,0.786,-9.486,0.212,0.349,0.00000135,0.434,99.798
chennai,13-10-2022,9,0.72,0.692,-6.354,0.0894,0.291,0,0.52,110.011
chennai,13-10-2022,10,0.709,0.454,-7.843,0.167,0.445,0,0.548,90.038
chennai,06-10-2022,1,0.715,0.654,-7.266,0.336,0.196,0.000117,0.762,175.589
chennai,06-10-2022,2,0.687,0.637,-9.55,0.13,0.12,0,0.56,152
chennai,06-10-2022,3,0.429,0.614,-6.573,0.0709,0.513,0.000316,0.743,149.966
chennai,06-10-2022,4,0.764,0.532,-5.979,0.0491,0.598,0,0.859,123.95
chennai,06-10-2022,5,0.789,0.536,-5.422,0.0424,0.604,0.00000209,0.877,124.029
chennai,06-10-2022,6,0.625,0.34,-10.754,0.0371,0.655,0.00000128,0.396,139.982
chennai,06-10-2022,7,0.72,0.692,-6.354,0.0894,0.291,0,0.52,110.011
chennai,06-10-2022,8,0.661,0.92,-3.469,0.188,0.0352,0.000014,0.494,82.508
chennai,06-10-2022,9,0.826,0.779,-5.609,0.375,0.35,0,0.936,130.091
chennai,06-10-2022,10,0.546,0.786,-9.486,0.212,0.349,0.00000135,0.434,99.798
